Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
WDRW,Direxion Daily Regional Banks Bear 3X Shares,Equity,"$11,797,998.00",324.52%,"18,560",$78.00,20.82%,Yes,3x,23.81%,241.55%,108.72%,52.94%,N/A,"$4,228,544.00","$5,219,188.00","$5,219,188.00","$5,635,953.00","$3,945,099.48","$3,512,240.98",Leveraged Equities,2015-08-19,1.07%,N/A,$0.47,2019-12-23,$0.01,0.73%,0.00,-4.19,122,30.02%,35%,15%,1099,$15.61,$77.52,$67.68,$85.97,63.93,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZIG,Acquirers Fund,Equity,"$11,671,357.00",-36.42%,"8,861",$17.39,-2.03%,No,No,-9.77%,-33.25%,N/A,N/A,N/A,"$1,193,555.00","$592,925.00","$1,193,555.00","$14,507,172.50","$14,507,172.50","$14,507,172.50",Global Equities,2019-05-14,0.94%,N/A,$0.00,N/A,N/A,0.00%,10.75,1.76,61,62.50%,39%,20%,1099,$16.53,$27.31,$17.20,$17.58,25.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.57,1.17%,14.36%,143.85,3.35%,2.80%
GASL,Direxion Daily Natural Gas Related Bull 3X Shares,Equity,"$11,657,603.00",-99.31%,"8,541,319",$0.07,-22.22%,No,3x,-46.73%,-98.07%,-99.81%,-99.95%,-100.00%,"$59,409,535.00","$2,517,770.00","$26,417,939.50","$92,533,721.24","$106,781,288.74","$197,510,234.55",Leveraged Equities,2010-07-14,1.04%,N/A,$0.05,2019-12-23,$0.05,55.56%,6.25,4.56,34,61.69%,35%,15%,1099,-$1.04,$3.15,$0.06,$0.08,20.24,B-,A,B+,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
UBIO,ProShares UltraPro Nasdaq Biotechnology,Equity,"$11,631,932.00",-55.08%,"43,356",$14.69,-2.78%,No,3x,-2.09%,-53.39%,-44.95%,-45.08%,N/A,"-$3,259,599.50",$0.00,$0.00,"-$9,441,688.50","-$29,792,292.00","$38,742,316.67",Leveraged Equities,2015-06-22,0.95%,N/A,$0.00,N/A,N/A,0.00%,21.60,4.32,211,58.22%,35%,15%,1099,$10.58,$35.56,$13.13,$16.23,33.45,N/A,B+,B+,N/A,N/A,N/A,N/A,4.47,23.96%,29.49%,22.33,0.09%,26.65%
TBLU,Tortoise Water Fund,Equity,"$11,605,900.00",-33.42%,"15,966",$23.30,-5.48%,No,No,-8.98%,-35.57%,-18.09%,-3.04%,N/A,"$2,387,175.00",$0.00,"-$8,646,920.00","$12,020,095.00","$13,514,540.00","$13,514,540.00",Water Equities ,2017-02-15,0.40%,N/A,$0.55,2019-12-30,$0.12,2.13%,21.07,0.81,41,60.23%,39%,20%,1099,$22.90,$38.61,$22.38,$24.69,27.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.69,88.17%,81.37%,239.47,0.00%,26.63%
REK,ProShares Short Real Estate,Real Estate,"$11,460,764.00",48.95%,"24,206",$19.17,5.10%,Yes,No,14.11%,57.96%,35.09%,13.66%,2.49%,"-$607,939.00",$0.00,$0.00,"-$1,254,700.00","-$6,114,432.00","-$18,837,432.00",Real Estate,2010-03-16,0.95%,N/A,$0.16,2019-12-24,$0.03,0.91%,0.00,-0.52,113,43.52%,35%,15%,1099,$10.60,$18.62,$18.50,$19.74,73.85,A-,B-,B+,B+,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CARZ,First Trust NASDAQ Global Auto Index Fund,Equity,"$11,422,607.00",-38.44%,"5,318",$20.79,-1.84%,No,No,-5.67%,-37.91%,-34.28%,-37.72%,-43.14%,$0.00,$0.00,$0.00,"-$1,590,086.00","-$104,677.00","-$7,076,834.50",Consumer Discretionary Equities,2011-05-09,0.70%,N/A,$1.09,2019-12-13,$0.30,5.16%,9.77,1.07,33,66.71%,35%,15%,1099,$18.52,$36.37,$20.38,$21.19,24.97,C+,B,C,A+,C+,C,B-,1.97,15.62%,3.06%,30.26,0.00%,12.81%
EMIF,iShares Emerging Markets Infrastructure ETF,Equity,"$11,363,306.00",-44.84%,"5,500",$17.37,-3.55%,No,No,-10.19%,-37.86%,-37.56%,-40.30%,-39.32%,"-$2,568,114.00","-$2,568,114.00","-$2,568,114.00","-$6,996,634.50","-$25,075,118.50","-$56,354,118.50",Emerging Markets Equities,2009-06-16,0.75%,N/A,$0.65,2019-12-16,$0.24,3.62%,12.35,0.67,31,59.56%,35%,15%,1099,$16.09,$30.37,$16.99,$17.82,23.45,C+,B+,C+,B-,B,B+,B,3.2,13.69%,10.46%,605.58,6.91%,2.43%
PXI,Invesco DWA Energy Momentum ETF,Equity,"$11,326,296.00",-66.34%,"12,039",$9.45,-8.70%,No,No,-13.37%,-57.31%,-69.42%,-73.38%,-78.48%,"-$1,314,982.50",$0.00,$0.00,"-$11,182,957.50","-$123,091,123.00","-$60,154,817.50",Energy Equities,2006-10-12,0.60%,N/A,$0.78,2019-12-23,$0.28,7.59%,16.61,1.45,45,41.47%,35%,15%,1099,$6.20,$23.37,$9.07,$10.09,22.47,B,C+,B-,A,B+,B-,B+,3.96,15.38%,19.29%,524.01,0.00%,3.52%
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Equity,"$11,247,218.00",-49.82%,"2,058",$31.99,-0.71%,No,No,-8.43%,-50.36%,-45.11%,-34.62%,-37.90%,$0.00,$0.00,$0.00,"-$58,477,513.50","-$52,662,341.00","-$101,910,348.00",Consumer Discretionary Equities,2010-04-07,0.29%,N/A,$0.58,2019-12-23,$0.26,1.79%,14.31,1.03,93,33.77%,35%,15%,1099,$25.40,$68.06,$30.94,$32.78,22.22,B+,B-,A,A,B,B-,A-,4.21,29.91%,23.04%,39.36,3.44%,4.08%
PEX,ProShares Global Listed Private Equity ETF,Equity,"$10,495,155.00",-48.38%,"1,982",$17.84,-7.23%,No,No,-19.67%,-47.52%,-41.60%,-38.12%,-28.23%,"$344,567.20",$0.00,$0.00,"$1,383,957.40","$8,492,881.75","$8,855,381.75",Financials Equities,2013-02-26,3.13%,N/A,$2.74,2019-12-24,$1.49,14.22%,6.15,0.82,31,61.99%,35%,15%,1099,$16.56,$37.61,$17.28,$18.62,17.85,C,C,C+,N/A,N/A,C,C+,N/A,N/A,N/A,N/A,N/A,N/A
CHIR,Global X MSCI China Real Estate ETF,Real Estate,"$10,463,038.00",-30.14%,"22,256",$13.80,-1.08%,No,No,-6.44%,-21.26%,-19.67%,N/A,N/A,"$11,227,334.50",$0.00,"-$23,143.50","$11,227,334.50","$11,227,334.50","$11,227,334.50",Global Real Estate,2018-12-07,0.65%,N/A,$0.69,2019-12-30,$0.43,4.96%,6.78,3.13,47,62.95%,39%,20%,1099,$13.20,$20.12,$13.30,$14.13,31.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.64,0.38%,0.14%,21.51,0.00%,3.40%
XWEB,SPDR S&P Internet ETF,Equity,"$10,287,900.00",-30.21%,"2,595",$57.02,1.97%,No,No,2.55%,-33.85%,-35.21%,-1.20%,N/A,"-$4,369,084.70",$0.00,"-$791,671.60","-$36,043,641.20","$15,208,546.80","$14,640,885.80",All Cap Equities,2016-06-27,0.35%,N/A,$0.58,2019-12-23,$0.35,1.04%,28.11,1.10,43,39.71%,39%,20%,1099,$48.71,$88.81,$55.48,$57.79,31.04,N/A,N/A,A-,N/A,N/A,N/A,N/A,3.02,6.80%,8.83%,18.43,2.86%,0.07%
VQT,Barclays ETN+ S&P VEQTOR ETN,Equity,"$10,196,391.00",2.08%,440,$169.45,-7.13%,No,No,-10.73%,-0.15%,3.15%,19.51%,12.07%,"-$2,508,860.85",$0.00,$0.00,"-$9,258,664.43","-$210,713,026.68","-$585,129,609.76",Hedge Fund,2010-09-01,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.60,505,26.23%,35%,15%,1099,$148.78,$192.55,$168.26,$171.82,48.51,A-,B+,C,C,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IEHS,iShares Evolved U.S. Healthcare Staples ETF,Equity,"$9,938,250.00",-30.68%,"6,476",$22.18,-4.68%,No,No,-10.75%,-29.70%,-20.23%,N/A,N/A,"$4,413,127.00","$1,211,797.00","$1,211,797.00","$8,658,601.50","$8,491,119.50","$8,491,119.50",Health & Biotech Equities,2018-03-21,0.18%,N/A,$0.47,2019-12-16,$0.30,2.00%,30.91,0.85,162,49.69%,39%,20%,1099,$22.29,$32.89,$21.60,$23.03,28.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.9,46.79%,37.34%,17.93,0.53%,5.65%
CHNA,Loncar China BioPharma ETF,Equity,"$9,909,687.00",-14.16%,"4,308",$21.29,0.05%,No,No,3.94%,-16.69%,-8.38%,N/A,N/A,"$1,242,117.50",$0.00,$0.00,"$8,763,292.50","$8,763,292.50","$8,763,292.50",Health & Biotech Equities,2018-08-14,0.79%,N/A,$0.04,2019-12-23,$0.04,0.19%,18.16,1.36,37,38.49%,39%,20%,1099,$19.68,$27.91,$20.77,$21.74,35.28,A-,C+,A,A-,B-,N/A,N/A,3.87,66.49%,18.26%,68.37,0.00%,17.13%
REML,Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT ETN,Real Estate,"$9,807,079.00",-89.34%,"246,850",$2.72,-35.39%,No,2x,-68.76%,-89.96%,-87.89%,-86.35%,N/A,$0.00,$0.00,$0.00,"$19,997,410.00","$74,951,789.00","$74,951,789.00",Leveraged Real Estate,2016-07-12,0.50%,N/A,$2.18,2020-02-12,$0.07,80.22%,0.00,1.09,36,76.14%,39%,20%,1099,-$1.02,$33.13,$2.05,$3.59,21.86,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOMZ,Hoya Capital Housing ETF,Real Estate,"$9,576,000.00",-44.27%,"7,629",$16.07,-3.60%,No,No,-13.62%,-46.72%,-34.44%,N/A,N/A,"$7,830,365.00","$1,358,770.00","$4,836,257.50","$13,865,272.25","$13,865,272.25","$13,865,272.25",Real Estate,2019-03-20,0.45%,N/A,$0.48,2020-03-17,$0.03,2.76%,19.32,1.07,100,21.57%,39%,20%,1099,$14.62,$33.00,$15.60,$16.60,21.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.58,76.30%,31.93%,90.79,0.77%,6.75%
PXE,Invesco Dynamic Energy Exploration & Production ETF,Equity,"$9,273,245.00",-67.60%,"31,631",$5.44,-9.33%,No,No,-13.24%,-55.45%,-70.99%,-72.16%,-78.50%,"$3,686,552.50","$4,016,056.50","$4,527,705.00","-$6,537,762.50","-$11,027,993.50","-$22,230,022.00",Energy Equities,2005-10-26,0.63%,N/A,$0.29,2019-12-23,$0.10,4.76%,11.88,1.56,31,56.97%,35%,15%,1099,$3.91,$12.35,$5.27,$5.79,22.23,B,B,C+,A+,B+,C+,B-,3.01,4.14%,8.68%,585.91,0.00%,0.22%
IEDI,iShares Evolved U.S. Discretionary Spending ETF,Equity,"$9,052,520.00",-27.19%,"9,898",$22.78,0.04%,No,No,-0.99%,-27.55%,-15.48%,N/A,N/A,"-$1,565,440.50",$0.00,$0.00,"$6,069,285.00","$7,269,672.50","$7,269,672.50",Consumer Discretionary Equities,2018-03-21,0.18%,N/A,$0.49,2019-12-16,$0.24,2.17%,27.39,0.92,224,59.75%,39%,20%,1099,$21.30,$32.70,$22.26,$23.15,32.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.48,63.25%,49.35%,44.79,12.87%,2.85%
NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Equity,"$9,036,980.00",-21.99%,"17,019",$12.53,1.13%,No,No,-0.48%,-20.71%,N/A,N/A,N/A,"$961,225.00",$0.00,"-$1,901,200.00","$9,680,750.00","$9,680,750.00","$9,680,750.00",Global Equities,2019-06-04,0.25%,N/A,$0.05,2019-12-27,$0.05,0.40%,14.53,1.86,27,50.18%,39%,20%,1099,$11.74,$16.74,$12.36,$12.67,35.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DRN,Direxion Daily Real Estate Bull 3x Shares,Real Estate,"$8,973,416.00",-83.29%,"71,918",$4.92,-18.14%,No,3x,-50.85%,-85.71%,-79.45%,-74.64%,-77.97%,"$974,989.00","$2,531,026.00","$2,531,026.00","-$1,312,621.50","-$34,452,335.50","-$89,103,902.50",Leveraged Real Estate,2009-07-16,1.04%,N/A,$0.76,2019-12-12,$0.40,13.64%,31.73,1.67,181,49.15%,35%,15%,1099,$1.25,$37.42,$4.21,$5.93,25.71,B+,A+,C+,A+,C+,N/A,N/A,4.45,22.92%,27.41%,118.08,0.50%,6.48%
SMN,ProShares Ultra Short Basic Materials,Equity,"$8,750,654.00",120.67%,"10,826",$50.98,7.69%,Yes,2x,10.83%,99.07%,73.54%,36.57%,-11.23%,"$334,388.50","$1,543,015.00","$1,543,015.00","$187,651.00","$2,296,287.46","$2,825,787.37",Leveraged Equities,2007-01-30,0.95%,N/A,$0.17,2019-12-24,$0.02,0.35%,0.00,-2.40,46,72.36%,35%,15%,1099,$21.79,$51.54,$47.99,$52.71,68.04,B,B,B-,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CRAK,VanEck Vectors Oil Refiners ETF,Equity,"$8,488,920.00",-50.29%,"18,987",$14.35,-4.27%,No,No,-6.01%,-42.19%,-50.50%,-32.08%,N/A,"-$15,562,179.00",$0.00,"-$2,321,284.00","$145,502.00","$21,204,525.50","$22,010,493.50",Energy Equities,2015-08-18,0.60%,N/A,$0.41,2019-12-23,$0.41,2.72%,14.72,1.03,26,61.07%,35%,15%,1099,$12.18,$26.69,$14.04,$14.89,20.34,N/A,N/A,B-,N/A,N/A,N/A,N/A,5.89,71.01%,60.67%,349.18,4.40%,3.43%
JHME,John Hancock Multi-Factor Energy ETF,Equity,"$8,452,711.00",-64.24%,"12,205",$8.46,-6.73%,No,No,-10.88%,-58.31%,-65.70%,-66.60%,N/A,"$2,882,485.40","$797,165.00","$2,882,485.40","$2,864,676.10","$10,843,244.20","$22,149,800.70",Energy Equities,2016-03-28,0.40%,N/A,$1.43,2019-12-24,$1.16,15.92%,14.00,1.32,34,54.48%,39%,20%,1099,$5.51,$21.80,$8.22,$8.70,20.57,N/A,N/A,B,N/A,N/A,N/A,N/A,4.88,31.36%,37.04%,480.85,0.00%,0.15%
BNKO,MicroSectors U.S. Big Banks Index 2x Leveraged ETN,Equity,"$8,227,011.00",-76.19%,885,$16.73,-13.45%,No,2x,-41.05%,-72.57%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.64,9,90.20%,39%,20%,1099,$9.56,$60.54,$16.73,$16.73,25.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSCE,Invesco S&P SmallCap Energy ETF,Equity,"$8,065,222.00",-69.93%,"88,189",$2.24,-0.88%,No,No,-11.19%,-56.59%,-78.84%,-86.77%,-91.70%,"-$3,054,825.50","$738,020.00","$974,872.00","$1,909,833.50","-$2,033,512.00","$29,797,787.50",Energy Equities,2010-04-07,0.29%,N/A,$0.01,2019-12-23,$0.01,0.43%,-659.26,2.02,44,59.74%,35%,15%,1099,$1.23,$5.48,$2.18,$2.32,23.38,B-,B-,A,A,C+,C,C+,3.17,5.33%,10.18%,488.26,0.00%,3.95%
PYPE,ETRACS NYSE Pickens Core Midstream Index ETN,Equity,"$8,019,600.00",-60.65%,"2,874",$8.06,-8.10%,No,No,-12.21%,-56.59%,-62.40%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Energy Equities,2018-08-20,N/A,N/A,$1.65,2020-01-10,$0.43,20.52%,0.00,1.03,28,71.14%,39%,20%,1099,$5.20,$20.50,$8.06,$8.06,25.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IMLP,iPath S&P MLP ETN,Equity,"$8,016,365.00",-61.37%,"9,790",$5.77,-8.41%,No,No,-12.19%,-57.02%,-65.16%,-67.35%,-73.35%,"-$6,803,251.00",$0.00,$0.00,"-$11,322,041.21","-$86,577,483.40","-$562,648,364.41",MLPs,2013-01-03,0.80%,N/A,$0.59,2019-08-27,$0.31,10.25%,0.00,1.11,54,58.15%,35%,15%,1099,$3.84,$14.68,$5.72,$5.83,24.99,B,C+,A-,N/A,B,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BDCL,UBS E-TRACS 2x Leveraged Wells Fargo Business Development Company ETN,Equity,"$7,892,668.00",-91.95%,"202,239",$1.17,-48.68%,No,2x,-74.13%,-92.03%,-90.17%,-91.14%,-88.49%,"-$63,497,508.00","$1,671,852.00","$4,813,552.00","-$81,800,424.00","-$51,721,189.00","-$32,333,333.50",Leveraged Equities,2011-05-25,0.85%,N/A,$2.22,2020-01-10,$0.59,190.09%,0.00,1.47,20,66.85%,35%,15%,1099,$0.04,$17.53,$0.69,$1.87,18.59,A,A-,A,B-,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FINZ,ProShares UltraPro Short Financials,Equity,"$7,837,754.00",186.76%,"57,540",$12.00,19.17%,Yes,3x,33.04%,163.72%,43.48%,-19.71%,-70.85%,"$2,205,296.50","$1,678,090.00","$1,974,161.50","$3,172,427.00","$3,789,843.00","$2,437,547.18",Leveraged Equities,2012-07-10,0.95%,N/A,$0.06,2019-12-24,$0.01,0.62%,0.00,-3.15,283,41.86%,35%,15%,1099,$3.70,$12.00,$10.85,$12.82,65.16,B+,B-,B+,A-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LOUP,Innovator Loup Frontier Tech ETF,Equity,"$7,797,739.00",-26.87%,"3,632",$19.57,1.50%,No,No,0.54%,-31.86%,-18.15%,N/A,N/A,"-$1,371,905.00",$0.00,$0.00,"-$3,558,295.00","$8,212,900.00","$8,212,900.00",Global Equities,2018-07-25,0.70%,N/A,$0.00,N/A,N/A,0.00%,23.80,1.70,31,42.35%,39%,20%,1099,$16.88,$30.31,$19.05,$19.93,33.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.65,27.76%,33.12%,42.35,5.56%,8.50%
UXI,ProShares Ultra Industrials,Equity,"$7,744,148.00",-63.96%,"2,952",$31.35,-6.92%,No,2x,-19.53%,-63.67%,-54.60%,-39.82%,-21.83%,$0.00,$0.00,$0.00,"-$1,593,374.25","-$11,612,115.00","-$27,974,060.94",Leveraged Equities,2007-01-30,0.95%,N/A,$0.51,2019-12-24,$0.11,1.51%,24.43,2.36,206,37.92%,35%,15%,1099,$24.90,$91.50,$30.17,$33.00,26.64,B+,C+,C,B,A,N/A,N/A,5.72,60.42%,55.77%,117.85,18.09%,1.58%
HTEC,ROBO Global Healthcare Technology and Innovation ETF,Equity,"$7,500,047.00",-24.09%,"8,548",$20.11,-1.37%,No,No,-0.54%,-26.41%,N/A,N/A,N/A,"$3,852,216.25","$1,166,027.25","$1,166,027.25","$7,699,977.11","$7,699,977.11","$7,699,977.11",Health & Biotech Equities,2019-06-25,0.68%,N/A,$0.00,N/A,N/A,0.00%,39.37,1.69,86,16.92%,N/A,N/A,N/A,$18.84,$28.72,$19.73,$20.41,32.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.38,30.94%,26.01%,24.71,0.00%,15.94%
ACT,AdvisorShares Vice ETF,Equity,"$7,365,975.00",-35.54%,"3,056",$16.16,-4.09%,No,No,-7.55%,-35.28%,-34.26%,N/A,N/A,"-$606,009.00",$0.00,"-$606,009.00","-$2,431,306.25","$8,038,632.25","$8,038,632.25",Global Equities,2017-12-12,0.99%,N/A,$0.62,2019-12-27,$0.62,3.70%,21.11,0.89,31,58.98%,39%,20%,1099,$15.21,$25.98,$15.97,$16.54,24.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.61,0.00%,52.45%,46.44,64.34%,5.64%
DPST,Direxion Daily Regional Banks Bull 3X Shares,Equity,"$7,347,945.00",-92.75%,"79,156",$3.79,-23.12%,No,3x,-43.68%,-90.67%,-89.25%,-93.02%,N/A,"$25,521,162.00","$13,635,747.00","$23,314,050.00","$13,628,808.50","$27,519,192.50","$52,172,859.50",Leveraged Equities,2015-08-19,1.00%,N/A,$0.67,2019-12-23,$0.15,13.71%,12.03,4.12,123,36.06%,35%,15%,1099,-$4.57,$39.83,$3.19,$4.70,24.52,N/A,C,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSG,ProShares Ultra Short Semiconductors,Equity,"$7,309,026.00",24.71%,"48,615",$18.50,-7.50%,Yes,2x,-16.78%,28.47%,-30.45%,-74.77%,-89.57%,"-$1,877,778.75","-$833,483.00","-$448,490.00","$5,683,633.68","$12,170,702.02","$16,790,950.58",Leveraged Equities,2007-01-30,0.95%,N/A,$0.27,2019-12-24,$0.03,1.33%,0.00,-2.57,29,83.58%,35%,15%,1099,$13.44,$21.52,$17.41,$20.06,53.77,B-,C+,B-,A-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PASS,Direxion Daily Consumer Discretionary Bear 3X Shares,Equity,"$7,132,218.00",110.71%,"33,426",$28.25,-2.75%,Yes,3x,-1.60%,115.49%,40.83%,N/A,N/A,"$1,632,968.50","$833,817.00","$1,632,968.50","$2,499,312.00","$1,339,715.50","$1,339,715.50",Leveraged Equities,2018-11-29,1.08%,N/A,$0.38,2019-12-23,$0.02,1.34%,0.00,-2.88,64,73.71%,39%,20%,1099,$9.44,$32.42,$26.51,$30.57,63.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLPE,C-Tracks Miller/Howard MLP Fundamental Index ETN Series B,Equity,"$6,930,800.00",-63.22%,703,$6.93,-11.38%,No,No,-13.64%,-57.71%,-66.21%,-70.05%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Global Equities,2016-08-08,0.85%,N/A,$0.83,2019-07-10,$0.41,11.98%,0.00,1.08,N/A,N/A,39%,20%,1099,$4.75,$18.39,$6.68,$7.43,20.55,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSCM,Invesco S&P SmallCap Materials ETF,Equity,"$6,877,850.00",-43.39%,"3,054",$27.07,-3.36%,No,No,-7.01%,-36.60%,-41.92%,-39.46%,-31.03%,"-$2,304,011.00",$0.00,$0.00,"-$6,705,833.50","-$48,576,292.00","-$13,053,907.00",Materials,2010-04-07,0.29%,N/A,$0.55,2019-12-23,$0.24,1.95%,14.89,1.70,36,62.13%,35%,15%,1099,$25.29,$43.69,$26.34,$28.53,28.67,B-,C+,A-,A+,B,C,B,2.78,13.24%,6.85%,384.99,3.35%,1.23%
CHIK,Global X MSCI China Information Technology ETF,Equity,"$6,812,287.00",-12.49%,"29,547",$17.68,0.28%,No,No,-0.25%,-21.05%,-1.24%,N/A,N/A,"$4,415,178.00","$1,109,939.00","-$4,592,673.00","$6,486,895.50","$6,515,417.00","$6,515,417.00",China Equities,2018-12-07,0.65%,N/A,$0.30,2019-12-30,$0.22,1.74%,24.25,2.95,87,51.20%,39%,20%,1099,$16.55,$24.47,$17.26,$17.98,39.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.25,3.97%,4.27%,155.52,0.00%,8.06%
DDG,Short Oil & Gas ProShares,Equity,"$6,746,981.00",122.36%,"9,215",$54.60,8.76%,Yes,No,10.68%,90.91%,130.64%,120.90%,110.27%,"$1,728,474.50","$1,728,474.50","$1,728,474.50","$1,728,474.50","-$618,409.00","-$226,909.00",Inverse Equities,2008-06-10,0.95%,N/A,$0.19,2019-12-24,$0.02,0.37%,0.00,-1.22,49,77.19%,35%,15%,1099,$23.31,$57.61,$52.25,$55.93,74.58,B+,B-,B-,A-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
REW,ProShares Ultra Short Technology,Equity,"$6,585,161.00",32.23%,"40,747",$16.60,0.67%,Yes,2x,-1.43%,44.73%,-16.52%,-66.55%,-83.24%,"$847,569.50","-$321,220.75","$311,070.25","$2,841,026.32","$7,300,542.57","$6,367,043.84",Leveraged Equities,2007-01-30,0.95%,N/A,$0.23,2019-12-24,$0.03,1.39%,0.00,-2.20,155,66.44%,35%,15%,1099,$10.59,$17.54,$15.77,$17.49,61.11,B,B-,B-,B+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POTX,Global X Cannabis ETF,Equity,"$6,473,027.00",-48.47%,"22,294",$7.74,3.20%,No,No,10.03%,-40.68%,N/A,N/A,N/A,"$6,015,051.50","$1,041,352.00","$1,613,785.00","$10,815,430.50","$10,815,430.50","$10,815,430.50",Small Cap Blend Equities,2019-09-17,0.50%,N/A,$0.22,2019-12-30,$0.21,2.81%,-17.23,-8.01,26,72.21%,39%,20%,1099,$5.65,$13.51,N/A,N/A,30.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KOIN,Innovation Shares NextGen Protocol ETF,Equity,"$6,370,314.00",-24.82%,"4,121",$21.32,-0.74%,No,No,-4.22%,-27.15%,-15.25%,N/A,N/A,$0.00,$0.00,$0.00,"-$2,080,251.75","$4,188,476.50","$4,188,476.50",Technology Equities,2018-01-30,0.95%,N/A,$0.47,2019-12-24,$0.47,2.17%,21.86,1.07,43,43.79%,39%,20%,1099,$19.74,$30.51,$20.81,$21.63,30.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.09,93.77%,87.52%,53.81,5.50%,5.49%
TPAY,Tortoise Digital Payments Infrastructure Fund,Equity,"$6,335,610.00",-33.55%,"4,523",$21.12,-2.31%,No,No,-10.21%,-37.03%,-20.92%,N/A,N/A,"$371,240.00","-$3,030,800.00","-$3,030,800.00","$6,497,485.00","$6,497,485.00","$6,497,485.00",Technology Equities,2019-01-31,0.40%,N/A,$0.56,2019-12-30,$0.56,2.60%,25.18,1.73,50,49.33%,39%,20%,1099,$19.64,$35.72,$20.61,$21.37,24.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.36,18.98%,25.60%,9.17,0.00%,0.58%
IECS,iShares Evolved U.S. Consumer Staples ETF,Equity,"$6,208,188.00",-27.14%,"3,718",$20.81,-2.98%,No,No,-8.17%,-27.71%,-16.52%,N/A,N/A,$0.00,$0.00,$0.00,"$4,122,787.00","$4,121,173.50","$4,121,173.50",Consumer Staples Equities,2018-03-21,0.18%,N/A,$0.65,2019-12-16,$0.24,3.04%,23.63,0.62,131,55.61%,39%,20%,1099,$20.95,$30.03,$20.60,$21.24,29.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.06,53.33%,66.01%,76.62,13.12%,12.62%
