Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
SKF,ProShares Ultra Short Financials,Equity,"$23,963,665.00",-4.05%,"27,241",$13.16,0.69%,Yes,2x,-5.29%,-3.91%,-33.97%,-54.89%,-73.97%,"-$338,752.50",$0.00,"-$338,752.50","$8,820,164.75","$5,412,184.25","$21,091,182.63",Leveraged Equities,2007-01-30,0.95%,N/A,$0.18,2019-12-24,$0.04,1.35%,0.00,-1.98,283,40.29%,35%,15%,1099,$12.98,$13.91,$13.11,$13.21,41.36,B+,B+,B-,A-,A-,N/A,N/A,6.58,69.81%,79.05%,0.0,0.00%,0.00%
NLR,VanEck Vectors Uranium+Nuclear Energy ETF,Equity,"$23,693,076.00",4.27%,906,$50.67,-0.45%,No,No,1.84%,5.79%,1.90%,20.87%,20.78%,$0.00,$0.00,$0.00,"-$2,503,956.50","-$12,695,004.00","-$42,012,275.31",Alternative Energy Equities,2007-08-13,0.60%,N/A,$1.18,2019-12-23,$1.18,2.31%,12.42,0.31,26,61.76%,35%,15%,1099,$48.08,$51.43,$50.64,$50.74,65.42,B-,B,A-,C+,A,A,C,5.79,65.88%,57.81%,2272.6,96.08%,3.25%
WCLD,WisdomTree Cloud Computing Fund,Equity,"$23,669,536.00",12.34%,"11,321",$28.70,0.42%,No,No,2.64%,5.68%,N/A,N/A,N/A,"$7,652,814.00","$2,134,320.75","$7,000,797.00","$18,599,187.50","$18,599,187.50","$18,599,187.50",Technology Equities,2019-09-06,0.45%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.05,49,26.13%,39%,20%,1099,$27.10,$28.98,$28.54,$28.89,63.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.66,57.51%,54.03%,13.5,0.00%,1.60%
KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Equity,"$23,216,836.00",1.37%,"8,871",$24.29,-1.42%,No,No,3.55%,-2.90%,17.03%,N/A,N/A,$0.00,$0.00,$0.00,"-$11,393,266.50","$22,216,141.00","$22,216,141.00",Foreign Large Cap Equities,2017-10-12,0.80%,N/A,$0.42,2019-12-27,$0.42,1.73%,22.42,1.09,51,36.52%,39%,20%,1099,$23.45,$25.96,$24.21,$24.41,51.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.38,7.65%,12.12%,25.74,2.78%,0.68%
INFR,Legg Mason Global Infrastructure ETF,Equity,"$23,056,303.00",5.59%,"7,989",$33.26,-0.24%,No,No,1.68%,5.00%,20.72%,41.71%,N/A,$0.00,$0.00,$0.00,"-$11,669,640.00","$14,279,193.00","$16,817,294.00",Large Cap Value Equities,2016-12-29,0.40%,N/A,$0.99,2019-12-26,$0.19,2.97%,18.89,0.40,97,40.63%,20%,39%,1099,$31.37,$33.65,$33.07,$33.41,65.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.81,96.53%,94.69%,1268.0,40.48%,8.72%
UXI,ProShares Ultra Industrials,Equity,"$22,769,250.00",4.65%,"1,986",$91.03,-1.74%,No,2x,5.90%,2.16%,37.46%,83.17%,142.37%,$0.00,$0.00,$0.00,"-$1,593,374.25","-$11,612,115.00","-$27,974,060.94",Leveraged Equities,2007-01-30,0.95%,N/A,$0.51,2019-12-24,$0.11,0.55%,24.43,2.36,206,31.39%,35%,15%,1099,$87.00,$93.98,$90.86,$91.37,54.72,B+,C+,C,B,A,N/A,N/A,5.87,72.45%,60.03%,116.9,18.13%,1.48%
FINU,ProShares UltraPro Financials,Equity,"$22,720,888.00",0.38%,"4,390",$113.45,-1.12%,No,3x,9.58%,1.17%,60.32%,76.64%,181.95%,"-$2,720,951.25","-$2,720,951.25","-$2,720,951.25","-$20,080,153.50","-$8,988,907.50","$16,662,849.74",Leveraged Equities,2012-07-10,0.95%,N/A,$1.08,2019-12-24,$0.27,0.94%,14.25,3.49,67,55.45%,35%,15%,1099,$103.49,$118.33,$112.97,$114.10,54.38,B,C+,B,C+,B+,N/A,N/A,4.22,15.31%,23.11%,39.52,8.51%,0.16%
IMLP,iPath S&P MLP ETN,Equity,"$22,333,923.00",-6.34%,"7,316",$13.98,-1.13%,No,No,-0.51%,-8.10%,-10.21%,-25.66%,-38.81%,"-$3,992,671.00",$0.00,"-$3,992,671.00","-$11,264,676.39","-$117,387,648.36","-$504,440,553.47",MLPs,2013-01-03,0.80%,N/A,$0.90,2019-08-27,$0.31,6.42%,0.00,1.11,54,58.15%,35%,15%,1099,$13.63,$15.77,$13.94,$14.02,37.50,B,C+,A-,N/A,B,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EMIF,iShares Emerging Markets Infrastructure ETF,Equity,"$22,300,895.00",-6.19%,"4,397",$29.54,-2.31%,No,No,0.25%,-7.03%,2.51%,9.50%,1.68%,$0.00,$0.00,$0.00,"-$7,295,072.00","-$22,507,004.50","-$56,934,004.50",Emerging Markets Equities,2009-06-16,0.75%,N/A,$0.65,2019-12-16,$0.24,2.15%,12.35,0.67,31,58.62%,35%,15%,1099,$29.14,$32.75,$29.41,$29.76,40.13,C+,B+,C+,B-,B,B+,B,3.21,14.45%,10.43%,625.59,7.10%,2.43%
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,Equity,"$22,025,262.00",-1.46%,"1,050",$62.82,-1.92%,No,No,1.82%,-0.18%,5.85%,29.16%,28.17%,$0.00,$0.00,$0.00,"-$58,477,513.50","-$52,662,341.00","-$80,605,305.00",Consumer Discretionary Equities,2010-04-07,0.29%,N/A,$0.58,2019-12-23,$0.26,0.91%,14.31,1.03,92,28.39%,35%,15%,1099,$61.93,$65.96,$62.39,$63.69,47.53,B+,B-,A,A,B,B-,A-,4.01,25.21%,19.89%,39.56,3.55%,4.33%
PEX,ProShares Global Listed Private Equity ETF,Equity,"$20,860,349.00",0.48%,895,$34.73,-0.37%,No,No,0.91%,0.95%,15.37%,22.36%,41.39%,"$344,567.20",$0.00,$0.00,"$56,395.00","$8,492,881.75","$8,855,381.75",Financials Equities,2013-02-26,3.13%,N/A,$2.74,2019-12-24,$1.49,7.86%,6.15,0.82,31,63.40%,35%,15%,1099,$34.35,$35.16,$34.67,$34.79,54.35,C,C,C+,N/A,N/A,C,C+,N/A,N/A,N/A,N/A,N/A,N/A
CNRG,SPDR S&P Kensho Clean Power ETF,Equity,"$20,840,787.00",6.12%,"8,000",$49.03,-0.75%,No,No,5.93%,4.97%,51.45%,N/A,N/A,"$6,668,895.00","$490,793.20","$4,353,429.10","$12,155,964.20","$12,155,964.20","$12,155,964.20",Alternative Energy Equities,2018-10-22,0.45%,N/A,$0.54,2019-12-23,$0.17,1.09%,18.84,1.07,44,36.90%,39%,20%,1099,$45.74,$49.91,$48.85,$49.17,63.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.43,50.00%,48.10%,747.17,8.84%,38.11%
BFIT,Global X Health & Wellness Thematic ETF,Equity,"$20,757,624.00",-4.97%,"17,251",$20.69,-1.48%,No,No,0.86%,-5.26%,10.36%,45.09%,N/A,"-$5,445,610.00","-$1,044,533.00","-$5,445,610.00","$3,687,277.50","$12,564,858.50","$12,564,858.50",Consumer Discretionary Equities,2016-05-09,0.50%,N/A,$0.12,2019-12-30,$0.05,0.59%,23.35,0.74,57,38.85%,39%,20%,1099,$20.31,$22.65,$20.56,$20.89,40.80,N/A,N/A,B+,N/A,N/A,N/A,N/A,5.15,56.98%,42.06%,35.06,0.00%,9.31%
PXE,Invesco Dynamic Energy Exploration & Production ETF,Equity,"$20,722,446.00",-20.37%,"17,587",$13.37,-1.47%,No,No,0.47%,-17.47%,-25.78%,-37.00%,-47.70%,"-$841,152.50",$0.00,$0.00,"-$11,993,264.00","-$16,523,833.50","-$23,423,125.50",Energy Equities,2005-10-26,0.63%,N/A,$0.29,2019-12-23,$0.10,2.06%,11.88,1.56,31,47.28%,35%,15%,1099,$12.29,$16.64,$13.26,$13.48,34.75,B,B,C+,A+,B+,C+,B-,3.63,12.94%,14.92%,514.36,0.00%,0.29%
FITE,SPDR S&P Future Security ETF,Equity,"$20,675,392.00",6.12%,"6,827",$41.38,-0.55%,No,No,3.14%,0.56%,24.10%,N/A,N/A,"-$410,047.00",$0.00,"$818,971.40","-$1,030,258.10","-$1,030,258.10","-$1,030,258.10",Small Cap Growth Equities,2017-12-26,0.45%,N/A,$0.17,2019-12-23,$0.06,0.41%,22.22,1.02,65,20.89%,39%,20%,1099,$40.47,$42.40,$41.21,$41.53,57.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.41,46.74%,47.69%,24.38,43.42%,1.28%
JHMA,John Hancock Multi-Factor Materials ETF,Equity,"$20,639,857.00",-3.41%,"3,894",$33.84,-1.54%,No,No,3.63%,-0.27%,12.74%,16.67%,N/A,$0.00,$0.00,$0.00,"-$70,028.70","$516,517.00","$11,589,871.00",Materials,2016-03-28,0.40%,N/A,$0.64,2019-12-24,$0.35,1.86%,18.80,1.15,51,40.90%,39%,20%,1099,$32.84,$35.01,$33.79,$33.86,48.54,N/A,N/A,B-,N/A,N/A,N/A,N/A,5.71,48.53%,55.49%,622.05,0.58%,2.79%
KNAB,MicroSectors U.S. Big Banks Index Inverse ETN,Equity,"$20,357,990.00",1.30%,0,$40.75,0.47%,Yes,No,-3.70%,1.00%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-1.86,10,109.80%,39%,20%,1099,$39.49,$42.28,$40.75,$40.75,47.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DPST,Direxion Daily Regional Banks Bull 3X Shares,Equity,"$20,315,333.00",-13.62%,"16,295",$45.13,-3.20%,No,3x,8.33%,-7.25%,-7.15%,-30.86%,N/A,"-$2,514,011.00",$0.00,$0.00,"-$12,454,426.50","$9,576,774.50","$24,137,686.50",Leveraged Equities,2015-08-19,1.00%,N/A,$0.67,2019-12-23,$0.15,1.45%,12.03,4.12,123,29.67%,35%,15%,1099,$41.64,$51.66,$44.81,$45.65,45.91,N/A,C,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLPZ,ETRACS 2xMonthly Leveraged S&P MLP Index ETN,Equity,"$20,126,510.00",-16.10%,"3,402",$21.15,-2.04%,No,2x,-0.71%,-15.85%,-23.54%,-51.66%,N/A,$0.00,$0.00,$0.00,"$1,951,263.00","-$23,672,043.50","-$2,256,956.00",Leveraged Equities,2016-02-09,0.95%,N/A,$3.50,2019-10-10,$1.18,16.56%,0.00,1.88,54,58.15%,39%,20%,1099,$19.98,$26.98,$21.04,$21.29,35.78,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BIS,ProShares UltraShort Nasdaq Biotechnology,Equity,"$20,082,006.00",-2.46%,"90,675",$13.07,1.55%,Yes,2x,-12.92%,-2.54%,-28.09%,-55.89%,-68.03%,"-$749,316.00","-$749,316.00","-$749,316.00","-$2,147,405.50","-$5,135,253.00","-$37,720,751.64",Leveraged Equities,2010-04-07,0.95%,N/A,$0.28,2019-12-24,$0.04,2.16%,0.00,-2.84,212,48.75%,35%,15%,1099,$12.49,$14.85,$12.93,$13.20,42.60,C+,A-,C,C,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IZRL,ARK Israel Innovative Technology ETF,Equity,"$19,922,148.00",6.85%,"4,789",$23.65,-0.30%,No,No,3.14%,1.99%,13.13%,N/A,N/A,"$573,260.50",$0.00,"$573,260.50","-$3,579,547.50","$13,037,263.25","$13,037,263.25",Small Cap Blend Equities,2017-12-05,0.49%,N/A,$0.47,2019-12-27,$0.47,2.01%,22.59,1.08,39,30.69%,39%,20%,1099,$22.88,$24.36,$23.49,$23.81,58.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GNOM,Global X Genomics & Biotechnology ETF,Equity,"$19,881,345.00",-1.90%,"7,368",$15.31,-1.42%,No,No,5.43%,-4.35%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$16,988,347.50","$16,988,347.50","$16,988,347.50",Health & Biotech Equities,2019-04-05,0.68%,N/A,$0.00,N/A,N/A,0.00%,-21.29,3.38,37,49.40%,N/A,N/A,N/A,$14.51,$16.52,$15.28,$15.37,49.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.68,16.23%,6.14%,30.7,0.00%,21.41%
PYPE,ETRACS NYSE Pickens Core Midstream Index ETN,Equity,"$19,224,800.00",-8.03%,"1,579",$19.22,-1.08%,No,No,0.09%,-7.06%,-6.93%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Energy Equities,2018-08-20,N/A,N/A,$1.23,2019-10-10,$0.42,6.39%,0.00,1.03,28,71.14%,39%,20%,1099,$18.66,$21.47,$19.15,$19.25,38.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSCE,Invesco S&P SmallCap Energy ETF,Equity,"$19,104,748.00",-23.22%,"68,067",$5.72,-3.21%,No,No,-0.52%,-18.75%,-42.27%,-72.46%,-80.31%,"-$4,313,394.50","$302,529.50","$1,499,225.50","$2,178,248.00","-$22,723,861.50","$31,466,529.50",Energy Equities,2010-04-07,0.29%,N/A,$0.01,2019-12-23,$0.01,0.17%,-659.26,2.02,44,48.71%,35%,15%,1099,$5.28,$7.23,$5.64,$5.82,35.39,B-,B-,A,A,C+,C,C+,2.6,2.35%,5.74%,442.1,0.00%,3.79%
CARZ,First Trust NASDAQ Global Auto Index Fund,Equity,"$18,961,653.00",1.80%,"3,752",$34.38,-1.21%,No,No,4.00%,1.63%,7.23%,4.78%,1.00%,$0.00,$0.00,$0.00,"-$1,590,086.00","-$7,413,108.00","-$7,076,834.50",Consumer Discretionary Equities,2011-05-09,0.70%,N/A,$1.09,2019-12-13,$0.30,3.13%,9.77,1.07,33,64.99%,35%,15%,1099,$32.68,$35.32,$34.31,$34.46,53.19,C+,B,C,A+,C+,C,B-,2.01,15.62%,3.02%,29.86,0.00%,7.97%
PHDG,Invesco S&P 500® Downside Hedged ETF,Equity,"$18,622,058.00",2.55%,"3,114",$28.69,-0.35%,No,No,1.97%,1.55%,8.26%,23.50%,12.16%,"-$1,412,175.00",$0.00,$0.00,"-$20,610,235.50","-$101,386,099.00","-$618,687,731.00",Hedge Fund,2012-12-06,0.39%,N/A,$0.50,2019-12-23,$0.20,1.75%,21.95,0.63,506,39.48%,35%,15%,1099,$28.16,$28.94,$28.61,$28.82,59.10,A+,B+,A,N/A,A,C,A-,5.72,0.00%,55.63%,174.02,8.97%,4.13%
CRAK,VanEck Vectors Oil Refiners ETF,Equity,"$18,400,445.00",-9.80%,"18,332",$26.04,-0.42%,No,No,1.20%,-9.39%,-8.66%,30.85%,N/A,"-$13,240,895.00",$0.00,"-$13,240,895.00","-$18,170,516.00","$23,525,809.50","$24,331,777.50",Energy Equities,2015-08-18,0.60%,N/A,$0.41,2019-12-23,$0.41,1.57%,14.72,1.03,26,61.10%,35%,15%,1099,$24.93,$29.22,$25.95,$26.16,32.54,N/A,N/A,B-,N/A,N/A,N/A,N/A,6.37,82.35%,73.93%,353.66,4.18%,3.30%
SEF,Short Financials ProShares,Equity,"$18,377,775.00",-1.99%,"13,714",$18.84,0.37%,Yes,No,-2.71%,-1.87%,-17.60%,-30.25%,-46.09%,"$1,922,615.50","$2,886,157.50","$2,886,157.50","$5,736,666.00","$2,642,930.42","-$8,481,069.58",Inverse Equities,2008-06-10,0.95%,N/A,$0.24,2019-12-24,$0.05,1.28%,0.00,-1.01,283,40.29%,35%,15%,1099,$18.71,$19.34,$18.82,$18.87,41.68,A-,B,C+,C+,A-,N/A,N/A,6.58,69.81%,79.05%,0.0,0.00%,0.00%
XWEB,SPDR S&P Internet ETF,Equity,"$18,227,631.00",6.20%,"2,538",$86.76,-0.54%,No,No,3.31%,2.25%,-0.75%,46.94%,N/A,"-$1,753,486.30",$0.00,"-$1,753,486.30","-$28,871,721.30","$17,824,145.20","$17,256,484.20",All Cap Equities,2016-06-27,0.35%,N/A,$0.58,2019-12-23,$0.35,0.68%,28.11,1.10,43,31.37%,39%,20%,1099,$84.38,$89.25,N/A,N/A,57.01,N/A,N/A,A-,N/A,N/A,N/A,N/A,2.57,4.25%,5.60%,18.5,2.68%,0.35%
TBLU,Tortoise Water Fund,Equity,"$18,066,900.00",3.50%,"3,549",$36.22,-0.30%,No,No,1.95%,5.01%,32.14%,N/A,N/A,"$1,724,145.00",$0.00,$0.00,"$11,357,065.00","$12,851,510.00","$12,851,510.00",Water Equities ,2017-02-15,0.40%,N/A,$0.55,2019-12-30,$0.12,1.52%,21.07,0.81,39,59.64%,39%,20%,1099,$34.89,$36.82,$36.10,$36.47,63.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.72,97.06%,93.99%,238.09,0.00%,26.35%
JHME,John Hancock Multi-Factor Energy ETF,Equity,"$17,908,470.00",-9.94%,"2,514",$21.31,-1.02%,No,No,1.26%,-10.12%,-10.52%,-19.96%,N/A,$0.00,$0.00,$0.00,"$771,171.90","$7,944,135.30","$19,267,315.30",Energy Equities,2016-03-28,0.40%,N/A,$1.43,2019-12-24,$1.16,6.56%,14.00,1.32,37,50.08%,39%,20%,1099,$20.29,$24.35,$21.24,$21.40,39.47,N/A,N/A,B,N/A,N/A,N/A,N/A,4.94,32.94%,37.87%,477.7,0.00%,0.17%
SRS,ProShares Ultra Short Real Estate,Real Estate,"$17,314,019.00",-6.15%,"18,268",$17.38,0.12%,Yes,2x,-3.23%,-6.71%,-27.73%,-49.59%,-61.75%,$0.00,$0.00,$0.00,"$3,256,823.00","-$526,085.00","$12,516,713.25",Leveraged Real Estate,2007-01-30,0.95%,N/A,$0.33,2019-12-24,$0.06,1.91%,0.00,-1.06,113,37.71%,35%,15%,1099,$17.00,$18.46,N/A,N/A,39.19,B,A,C,B,A,N/A,N/A,6.58,69.81%,79.05%,0.0,0.00%,0.00%
MLPE,C-Tracks Miller/Howard MLP Fundamental Index ETN Series B,Equity,"$17,245,000.00",-8.49%,563,$17.25,-0.98%,No,No,-0.43%,-8.21%,-12.06%,-26.46%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Global Equities,2016-08-08,0.85%,N/A,$0.83,2019-07-10,$0.41,4.81%,0.00,1.08,N/A,N/A,39%,20%,1099,$16.70,$19.55,$17.15,$17.32,35.14,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ZIG,Acquirers Fund,Equity,"$16,465,500.00",-3.67%,"6,229",$26.36,-0.90%,No,No,1.53%,-2.91%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$13,313,617.50","$13,313,617.50","$13,313,617.50",Global Equities,2019-05-14,0.94%,N/A,$0.00,N/A,N/A,0.00%,10.75,1.76,61,54.00%,39%,20%,1099,$25.91,$27.53,$26.33,$26.40,44.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.48,0.67%,13.25%,72.63,3.70%,2.33%
UTSL,Direxion Daily Utilities Bull 3X Shares,Equity,"$16,153,330.00",18.59%,"24,729",$53.86,-0.66%,No,3x,-2.07%,20.20%,89.97%,N/A,N/A,"$2,766,812.00","$2,766,812.00","$2,766,812.00","$7,284,473.00","$8,689,639.00","$8,689,639.00",Leveraged Equities,2017-05-03,1.07%,N/A,$2.27,2019-12-23,$0.24,4.19%,22.88,0.62,29,62.01%,39%,20%,1099,$44.76,$58.54,$53.55,$54.44,66.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.31,0.00%,89.69%,2783.37,49.11%,4.25%
BNKZ,MicroSectors U.S. Big Banks Index -2x Inverse Leveraged ETN,Equity,"$16,062,250.00",2.28%,0,$32.15,0.88%,Yes,2x,-7.34%,1.74%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-3.72,10,109.80%,39%,20%,1099,$30.27,$34.63,$32.10,$32.26,47.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GDAT,Goldman Sachs Motif Data-Driven World ETF,Equity,"$15,302,812.00",5.92%,"1,706",$61.21,-0.62%,No,No,4.39%,2.47%,N/A,N/A,N/A,"$1,495,271.00",$0.00,"$1,495,271.00","$8,125,559.50","$8,125,559.50","$8,125,559.50",Technology Equities,2019-03-01,0.50%,N/A,$0.27,2019-12-24,$0.09,0.44%,21.06,1.37,121,26.32%,39%,20%,1099,$58.89,$61.97,$61.14,$61.33,61.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.41,47.31%,47.88%,41.98,4.40%,4.95%
DUG,ProShares Ultra Short Oil & Gas,Equity,"$14,997,534.00",23.56%,"36,378",$47.25,1.48%,Yes,2x,-1.97%,22.19%,16.61%,19.22%,-6.60%,"-$4,505,778.50","-$2,411,877.00","-$4,505,778.50","-$3,025,797.00","-$34,557,889.50","-$28,846,389.54",Leveraged Equities,2007-01-30,0.95%,N/A,$0.21,2019-12-24,$0.06,0.47%,0.00,-2.41,49,72.40%,35%,15%,1099,$36.19,$50.71,$46.87,$47.66,62.25,B+,B+,B-,A,B,N/A,N/A,6.58,69.81%,79.05%,0.0,0.00%,0.00%
CHNA,Loncar China BioPharma ETF,Equity,"$14,953,680.00",4.51%,"5,370",$25.92,0.35%,No,No,7.53%,4.01%,23.07%,N/A,N/A,"$1,244,077.50","$631,790.00","$631,790.00","$8,765,252.50","$8,765,252.50","$8,765,252.50",Health & Biotech Equities,2018-08-14,0.79%,N/A,$0.04,2019-12-23,$0.04,0.15%,18.16,1.36,30,49.18%,39%,20%,1099,$24.16,$26.78,N/A,N/A,57.33,A-,C+,A,A-,B-,N/A,N/A,3.79,62.64%,16.98%,68.51,0.00%,17.02%
FRAK,VanEck Vectors Unconventional Oil & Gas ETF,Equity,"$14,041,698.00",-13.47%,"17,402",$9.66,-2.13%,No,No,1.20%,-13.78%,-16.31%,-43.01%,-54.84%,"-$3,221,221.00",$0.00,"-$3,221,221.00","-$12,186,822.50","-$20,631,203.50","-$4,366,705.00",Energy Equities,2012-02-14,0.54%,N/A,$0.20,2019-12-23,$0.20,2.00%,9.16,1.51,39,59.58%,35%,15%,1099,$9.06,$11.58,$9.62,$9.74,38.76,B-,B,B,A-,B-,C,B,3.93,14.12%,18.87%,644.23,0.00%,0.05%
PILL,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,Equity,"$13,449,859.00",6.01%,"32,943",$26.79,-3.46%,No,3x,10.11%,6.94%,13.21%,N/A,N/A,"-$2,690,813.50",$0.00,"-$2,690,813.50","$3,038,806.00","$7,559,799.62","$6,105,535.12",Leveraged Equities,2017-11-15,0.99%,N/A,$0.09,2019-09-24,$0.01,0.34%,23.83,3.34,40,44.98%,39%,20%,1099,$23.92,$29.31,$26.49,$27.15,57.82,N/A,C,B+,N/A,N/A,N/A,N/A,4.59,32.65%,31.83%,32.45,0.00%,9.26%
GASX,Direxion Daily Natural Gas Related Bear 3X Shares,Equity,"$13,443,061.00",85.71%,"88,300",$76.92,5.94%,Yes,3x,-2.96%,74.62%,100.59%,250.43%,N/A,"-$9,727,833.50","-$3,983,747.50","-$13,586,836.50","-$3,064,506.50","-$5,641,098.00","$4,641,931.58",Leveraged Equities,2015-12-03,1.09%,N/A,$0.30,2019-12-23,$0.04,0.42%,0.00,-4.63,33,46.73%,39%,20%,1099,$35.91,$89.59,$75.20,$78.22,61.30,C+,A-,A-,C+,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIK,Global X MSCI China Information Technology ETF,Equity,"$13,272,913.00",7.57%,"19,229",$21.74,0.51%,No,No,9.67%,1.26%,40.42%,N/A,N/A,"$9,007,851.00",$0.00,"$9,007,851.00","$11,108,090.00","$11,108,090.00","$11,108,090.00",China Equities,2018-12-07,0.65%,N/A,$0.30,2019-12-30,$0.22,1.41%,24.25,2.95,85,55.98%,39%,20%,1099,$19.87,$23.34,N/A,N/A,56.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.67,4.53%,6.08%,140.76,0.00%,8.12%
DRV,Direxion Daily Real Estate Bear 3x Shares,Real Estate,"$13,142,415.00",-8.52%,"17,059",$23.84,0.29%,Yes,3x,-5.06%,-9.83%,-35.93%,-61.00%,-77.86%,$0.00,$0.00,$0.00,"$2,675,487.44","$10,593,312.44","$25,915,297.55",Leveraged Real Estate,2009-07-16,1.10%,N/A,$0.29,2019-12-23,$0.03,1.24%,0.00,-1.45,180,37.63%,35%,15%,1099,$22.99,$26.05,N/A,N/A,40.37,B-,A-,B,B-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IEHS,iShares Evolved U.S. Healthcare Staples ETF,Equity,"$12,888,179.00",0.64%,"4,770",$32.20,-1.23%,No,No,2.74%,-0.52%,16.15%,N/A,N/A,"$3,201,330.00",$0.00,"$1,601,423.50","$7,446,804.50","$7,279,322.50","$7,279,322.50",Health & Biotech Equities,2018-03-21,0.18%,N/A,$0.47,2019-12-16,$0.30,1.42%,30.91,0.85,162,49.18%,39%,20%,1099,$31.51,$33.31,$32.08,$32.46,52.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.93,49.81%,37.69%,17.0,0.57%,5.70%
IEDI,iShares Evolved U.S. Discretionary Spending ETF,Equity,"$12,738,824.00",1.76%,"7,411",$31.84,-0.53%,No,No,2.41%,1.08%,22.48%,N/A,N/A,"-$1,565,440.50",$0.00,$0.00,"$6,069,285.00","$7,269,672.50","$7,269,672.50",Consumer Discretionary Equities,2018-03-21,0.18%,N/A,$0.49,2019-12-16,$0.24,1.54%,27.39,0.92,224,52.99%,39%,20%,1099,$31.11,$32.16,$31.81,$31.86,58.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.93,71.43%,61.84%,39.03,13.60%,2.76%
NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Equity,"$12,632,267.00",1.51%,"9,333",$16.30,-1.09%,No,No,4.11%,-0.59%,N/A,N/A,N/A,"$1,627,422.50",$0.00,"$414,950.00","$10,346,947.50","$10,346,947.50","$10,346,947.50",Global Equities,2019-06-04,0.25%,N/A,$0.05,2019-12-27,$0.05,0.31%,14.53,1.86,26,52.57%,39%,20%,1099,$15.66,$16.85,$16.24,$16.35,54.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
