Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
PEX,ProShares Global Listed Private Equity ETF,Equity,"$11,539,814.00",-43.82%,"1,737",$19.42,4.86%,No,No,-20.67%,-44.59%,-37.25%,-33.04%,-20.24%,"$344,567.20",$0.00,$0.00,"$1,383,957.40","$8,492,881.75","$8,855,381.75",Financials Equities,2013-02-26,3.13%,N/A,$2.74,2019-12-24,$1.49,12.55%,6.15,0.82,31,61.93%,35%,15%,1099,$18.88,$38.42,N/A,N/A,19.56,C,C,C+,N/A,N/A,C,C+,N/A,N/A,N/A,N/A,N/A,N/A
GASL,Direxion Daily Natural Gas Related Bull 3X Shares,Equity,"$11,432,194.00",-99.08%,"7,597,564",$0.09,0.00%,No,3x,-19.82%,-97.98%,-99.78%,-99.94%,-100.00%,"$56,891,765.00",$0.00,"$25,350,146.00","$86,407,327.74","$104,263,518.74","$194,992,464.55",Leveraged Equities,2010-07-14,1.04%,N/A,$0.05,2019-12-23,$0.05,71.43%,6.25,4.56,34,65.92%,35%,15%,1099,-$1.13,$4.00,N/A,N/A,20.31,B-,A,B+,C,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LBDC,ETRACS 2xLeveraged Long Wells Fargo Business Development Company Index ETN,Equity,"$11,165,823.00",-81.13%,"63,202",$2.75,271.62%,No,2x,-59.33%,-82.11%,-77.15%,-79.57%,N/A,"$44,123,655.78","-$41,706,722.00","-$34,651,477.94","$68,369,395.78","$57,430,214.78","$49,145,534.78",Leveraged Equities,2015-10-08,0.85%,N/A,$2.22,2020-01-10,$0.59,81.01%,0.00,1.60,20,66.85%,39%,20%,1099,$1.94,$18.29,N/A,N/A,22.85,N/A,C+,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLPY,Morgan Stanley Cushing MLP High Income Index ETN,Equity,"$11,075,220.00",-65.77%,"36,082",$1.78,11.25%,No,No,-19.46%,-59.22%,-69.91%,-72.14%,-80.09%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.10,MLPs,2011-03-16,0.85%,N/A,$0.29,2019-07-12,$0.14,16.40%,0.00,1.17,26,47.64%,35%,15%,1099,$1.40,$4.86,N/A,N/A,18.50,B+,B-,B,B+,B+,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNKO,MicroSectors U.S. Big Banks Index 2x Leveraged ETN,Equity,"$10,564,845.00",-69.97%,885,$21.09,7.22%,No,2x,-6.20%,-68.84%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,3.64,9,90.20%,39%,20%,1099,$11.77,$67.39,$21.09,$21.09,27.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOMZ,Hoya Capital Housing ETF,Real Estate,"$10,441,620.00",-39.59%,"7,469",$17.42,4.69%,No,No,-17.70%,-43.75%,-28.71%,N/A,N/A,"$7,830,365.00","$1,358,770.00","$4,836,257.50","$13,865,272.25","$13,865,272.25","$13,865,272.25",Real Estate,2019-03-20,0.45%,N/A,$0.48,2020-03-17,$0.03,2.55%,19.32,1.07,100,21.72%,39%,20%,1099,$16.56,$33.86,$16.75,$17.86,23.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.58,76.30%,31.93%,90.79,0.77%,6.75%
CHIR,Global X MSCI China Real Estate ETF,Real Estate,"$10,438,436.00",-29.54%,"22,073",$13.92,0.00%,No,No,-12.45%,-23.89%,-22.73%,N/A,N/A,"$11,227,334.50",$0.00,"-$23,143.50","$11,227,334.50","$11,227,334.50","$11,227,334.50",Global Real Estate,2018-12-07,0.65%,N/A,$0.69,2019-12-30,$0.43,4.43%,6.78,3.13,47,62.69%,39%,20%,1099,$14.05,$20.04,$13.53,$14.13,31.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.64,0.38%,0.14%,21.51,0.00%,3.40%
XWEB,SPDR S&P Internet ETF,Equity,"$10,380,112.00",-29.51%,"2,558",$57.59,5.44%,No,No,-1.97%,-36.81%,-35.57%,-1.09%,N/A,"-$4,369,084.70",$0.00,"-$2,615,598.40","-$36,043,641.20","$15,208,546.80","$14,640,885.80",All Cap Equities,2016-06-27,0.35%,N/A,$0.58,2019-12-23,$0.35,1.06%,28.11,1.10,43,39.46%,39%,20%,1099,$50.60,$93.19,$55.45,$58.99,30.41,N/A,N/A,A-,N/A,N/A,N/A,N/A,3.02,6.80%,8.83%,18.43,2.86%,0.07%
MLPO,Credit Suisse S&P MLP Index ETN,Equity,"$10,288,822.00",-63.29%,"11,792",$4.40,-0.68%,No,No,-28.78%,-61.19%,-66.73%,-68.72%,-73.09%,$0.00,$0.00,$0.00,$0.00,"-$25,773,370.00","-$10,282,550.00",MLPs,2014-12-04,0.95%,N/A,$0.93,2020-01-13,$0.23,21.24%,0.00,0.97,54,58.15%,39%,20%,1099,$4.27,$13.40,$3.90,$4.65,10.61,C,C,C+,N/A,C,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHNA,Loncar China BioPharma ETF,Equity,"$9,891,922.00",-14.81%,"4,263",$21.13,1.10%,No,No,-3.05%,-19.90%,-10.95%,N/A,N/A,"$1,242,117.50",$0.00,$0.00,"$8,763,292.50","$8,763,292.50","$8,763,292.50",Health & Biotech Equities,2018-08-14,0.79%,N/A,$0.04,2019-12-23,$0.04,0.19%,18.16,1.36,37,37.91%,39%,20%,1099,$20.33,$28.19,$20.80,$21.36,34.26,A-,C+,A,A-,B-,N/A,N/A,3.87,66.49%,18.26%,68.37,0.00%,17.13%
SMN,ProShares Ultra Short Basic Materials,Equity,"$9,810,831.00",92.66%,"10,200",$44.51,-5.22%,Yes,2x,1.19%,85.50%,57.54%,23.04%,-21.08%,"$334,388.50","$1,543,015.00","$1,543,015.00","$187,651.00","$2,296,287.46","$2,825,787.37",Leveraged Equities,2007-01-30,0.95%,N/A,$0.17,2019-12-24,$0.02,0.36%,0.00,-2.40,46,72.26%,35%,15%,1099,$20.11,$48.59,$40.87,$48.92,63.46,B,B,B-,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IEHS,iShares Evolved U.S. Healthcare Staples ETF,Equity,"$9,694,376.00",-24.19%,"5,842",$24.26,1.34%,No,No,-6.11%,-26.37%,-13.57%,N/A,N/A,"$3,201,330.00",$0.00,$0.00,"$7,446,804.50","$7,279,322.50","$7,279,322.50",Health & Biotech Equities,2018-03-21,0.18%,N/A,$0.47,2019-12-16,$0.30,1.93%,30.91,0.85,162,50.50%,39%,20%,1099,$23.49,$33.52,N/A,N/A,32.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.9,46.79%,37.34%,17.93,0.53%,5.65%
IEDI,iShares Evolved U.S. Discretionary Spending ETF,Equity,"$9,448,564.00",-24.46%,"9,661",$23.64,3.01%,No,No,-3.85%,-27.95%,-12.66%,N/A,N/A,"-$1,565,440.50",$0.00,$0.00,"$6,069,285.00","$7,269,672.50","$7,269,672.50",Consumer Discretionary Equities,2018-03-21,0.18%,N/A,$0.49,2019-12-16,$0.24,2.13%,27.39,0.92,224,59.82%,39%,20%,1099,$22.20,$33.61,$23.01,$24.21,33.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.48,63.25%,49.35%,44.79,12.87%,2.85%
UXI,ProShares Ultra Industrials,Equity,"$9,394,724.00",-56.86%,"2,805",$37.53,4.45%,No,2x,-17.03%,-59.57%,-46.84%,-30.21%,-5.93%,$0.00,$0.00,$0.00,"-$1,593,374.25","-$11,612,115.00","-$27,974,060.94",Leveraged Equities,2007-01-30,0.95%,N/A,$0.51,2019-12-24,$0.11,1.30%,24.43,2.36,206,34.20%,35%,15%,1099,$30.26,$97.21,$35.65,$38.77,28.81,B+,C+,C,B,A,N/A,N/A,5.72,60.42%,55.77%,117.85,18.09%,1.58%
REML,Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT ETN,Real Estate,"$9,294,766.00",-90.42%,"205,535",$2.45,48.48%,No,2x,-76.47%,-91.37%,-89.15%,-87.49%,N/A,$0.00,$0.00,$0.00,"$20,748,422.00","$74,951,789.00","$74,951,789.00",Leveraged Real Estate,2016-07-12,0.50%,N/A,$2.27,2020-02-12,$0.07,92.91%,0.00,1.09,36,75.34%,39%,20%,1099,$2.48,$34.48,N/A,N/A,18.00,N/A,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Equity,"$9,093,965.00",-21.45%,"16,760",$12.62,1.12%,No,No,-2.19%,-23.35%,N/A,N/A,N/A,"$961,225.00",$0.00,"-$1,901,200.00","$9,680,750.00","$9,680,750.00","$9,680,750.00",Global Equities,2019-06-04,0.25%,N/A,$0.05,2019-12-27,$0.05,0.37%,14.53,1.86,26,54.82%,39%,20%,1099,$12.15,$17.04,N/A,N/A,35.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JHME,John Hancock Multi-Factor Energy ETF,Equity,"$8,891,663.00",-62.99%,"12,111",$8.76,8.68%,No,No,-13.39%,-59.60%,-65.43%,-65.91%,N/A,"$2,882,485.40","$797,165.00","$2,882,485.40","$4,449,318.10","$10,843,244.20","$22,149,800.70",Energy Equities,2016-03-28,0.40%,N/A,$1.43,2019-12-24,$1.16,17.67%,14.00,1.32,34,54.90%,39%,20%,1099,$6.39,$23.37,N/A,N/A,19.64,N/A,N/A,B,N/A,N/A,N/A,N/A,4.88,31.36%,37.04%,480.85,0.00%,0.15%
CRAK,VanEck Vectors Oil Refiners ETF,Equity,"$8,691,960.00",-50.47%,"18,748",$14.30,-0.49%,No,No,-13.42%,-45.27%,-51.48%,-33.07%,N/A,"-$15,562,179.00",$0.00,"-$2,321,284.00","$145,502.00","$21,204,525.50","$22,010,493.50",Energy Equities,2015-08-18,0.60%,N/A,$0.41,2019-12-23,$0.41,2.90%,14.72,1.03,26,64.16%,35%,15%,1099,$13.12,$27.88,N/A,N/A,16.84,N/A,N/A,B-,N/A,N/A,N/A,N/A,5.89,71.01%,60.67%,349.18,4.40%,3.43%
REK,ProShares Short Real Estate,Real Estate,"$8,671,417.00",34.50%,"16,037",$17.31,-0.06%,Yes,No,11.27%,44.18%,20.53%,2.94%,-9.78%,"-$607,939.00",$0.00,$0.00,"-$1,254,700.00","-$6,114,432.00","-$18,837,432.00",Real Estate,2010-03-16,0.95%,N/A,$0.16,2019-12-24,$0.03,0.99%,0.00,-0.52,113,44.69%,35%,15%,1099,$10.64,$17.31,$16.75,$18.06,68.65,A-,B-,B+,B+,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PSCE,Invesco S&P SmallCap Energy ETF,Equity,"$8,508,223.00",-68.86%,"87,865",$2.32,7.41%,No,No,7.91%,-60.00%,-78.96%,-86.69%,-91.51%,"-$3,054,825.50","$738,020.00","$974,872.00","$1,909,833.50","-$5,523,646.00","$29,797,787.50",Energy Equities,2010-04-07,0.29%,N/A,$0.01,2019-12-23,$0.01,0.48%,-659.26,2.02,44,58.45%,35%,15%,1099,$1.34,$5.98,N/A,N/A,23.87,B-,B-,A,A,C+,C,C+,3.17,5.33%,10.18%,488.26,0.00%,3.95%
IMLP,iPath S&P MLP ETN,Equity,"$8,104,031.00",-59.56%,"9,797",$6.04,15.93%,No,No,-13.75%,-56.87%,-63.76%,-66.31%,-72.14%,"-$6,803,251.00",$0.00,$0.00,"-$11,156,131.13","-$90,696,913.40","-$562,617,282.80",MLPs,2013-01-03,0.80%,N/A,$0.59,2019-08-27,$0.31,9.79%,0.00,1.11,54,58.15%,35%,15%,1099,$4.49,$15.54,$5.99,$6.13,24.40,B,C+,A-,N/A,B,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PYPE,ETRACS NYSE Pickens Core Midstream Index ETN,Equity,"$8,095,800.00",-60.40%,"2,861",$8.11,17.20%,No,No,-17.54%,-58.00%,-62.40%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Energy Equities,2018-08-20,N/A,N/A,$1.65,2020-01-10,$0.43,20.39%,0.00,1.03,28,71.14%,39%,20%,1099,$6.11,$21.68,$7.01,$8.76,23.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WDRW,Direxion Daily Regional Banks Bear 3X Shares,Equity,"$8,009,036.00",194.01%,"16,566",$54.02,-16.62%,Yes,3x,-22.27%,169.60%,69.84%,31.67%,N/A,"$961,781.00","$1,952,425.00","$1,952,425.00","$2,369,190.00","$678,336.48","$245,477.98",Leveraged Equities,2015-08-19,1.07%,N/A,$0.47,2019-12-23,$0.01,0.71%,0.00,-4.19,122,30.08%,35%,15%,1099,$11.76,$72.17,$43.48,$71.28,56.96,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HTEC,ROBO Global Healthcare Technology and Innovation ETF,Equity,"$7,827,975.00",-20.90%,"8,124",$20.96,4.02%,No,No,-3.64%,-26.46%,N/A,N/A,N/A,"$3,330,352.75","$644,163.75","$644,163.75","$7,178,113.61","$7,178,113.61","$7,178,113.61",Health & Biotech Equities,2019-06-25,0.68%,N/A,$0.00,N/A,N/A,0.00%,39.37,1.69,87,19.28%,N/A,N/A,N/A,$19.61,$29.42,$20.31,$21.37,34.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.38,30.94%,26.01%,24.71,0.00%,15.94%
ACT,AdvisorShares Vice ETF,Equity,"$7,825,628.00",-30.75%,"2,979",$17.36,5.47%,No,No,-6.04%,-32.60%,-30.40%,N/A,N/A,"-$606,009.00",$0.00,"-$606,009.00","-$2,431,306.25","$8,038,632.25","$8,038,632.25",Global Equities,2017-12-12,0.99%,N/A,$0.62,2019-12-27,$0.62,3.64%,21.11,0.89,31,58.82%,39%,20%,1099,$16.08,$26.81,N/A,N/A,27.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.61,0.00%,52.45%,46.44,64.34%,5.64%
FINU,ProShares UltraPro Financials,Equity,"$7,678,037.00",-82.25%,"13,281",$20.06,7.10%,No,3x,-26.88%,-82.53%,-72.86%,-72.06%,-53.43%,"$6,446,963.25","$9,167,914.50","$9,167,914.50","-$9,144,865.75","-$3,563,743.00","$25,830,764.24",Leveraged Equities,2012-07-10,0.95%,N/A,$1.08,2019-12-24,$0.27,4.86%,14.25,3.49,67,60.19%,35%,15%,1099,$3.31,$115.93,N/A,N/A,26.71,B,C+,B,C+,B+,N/A,N/A,4.2,12.50%,22.88%,40.03,9.35%,0.17%
LOUP,Innovator Loup Frontier Tech ETF,Equity,"$7,661,739.00",-27.72%,"3,700",$19.34,6.56%,No,No,-7.12%,-37.24%,-19.72%,N/A,N/A,"-$1,371,905.00",$0.00,$0.00,"-$3,558,295.00","$8,212,900.00","$8,212,900.00",Global Equities,2018-07-25,0.70%,N/A,$0.00,N/A,N/A,0.00%,23.80,1.70,31,41.93%,39%,20%,1099,$17.64,$31.55,$18.85,$19.68,32.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.65,27.76%,33.12%,42.35,5.56%,8.50%
PSCM,Invesco S&P SmallCap Materials ETF,Equity,"$7,556,240.00",-36.47%,"3,000",$30.38,0.23%,No,No,3.77%,-33.51%,-36.73%,-34.38%,-21.91%,"-$2,304,011.00",$0.00,$0.00,"-$6,705,833.50","-$48,576,292.00","-$13,053,907.00",Materials,2010-04-07,0.29%,N/A,$0.55,2019-12-23,$0.24,1.83%,14.89,1.70,36,62.68%,35%,15%,1099,$26.27,$45.75,$29.89,$30.63,32.63,B-,C+,A-,A+,B,C,B,2.78,13.24%,6.85%,384.99,3.35%,1.23%
SSG,ProShares Ultra Short Semiconductors,Equity,"$7,515,566.00",28.65%,"47,110",$19.09,-3.83%,Yes,2x,-11.89%,54.33%,-28.86%,-73.35%,-89.73%,"-$1,877,778.75","-$833,483.00","-$448,490.00","$4,685,880.18","$13,089,702.02","$16,790,950.58",Leveraged Equities,2007-01-30,0.95%,N/A,$0.27,2019-12-24,$0.03,1.22%,0.00,-2.57,29,83.07%,35%,15%,1099,$12.44,$21.43,$17.41,$21.15,55.33,B-,C+,B-,A-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLPE,C-Tracks Miller/Howard MLP Fundamental Index ETN Series B,Equity,"$6,968,900.00",-63.02%,687,$6.97,13.15%,No,No,-32.12%,-58.92%,-66.25%,-69.20%,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Global Equities,2016-08-08,0.85%,N/A,$0.83,2019-07-10,$0.41,11.91%,0.00,1.08,N/A,N/A,39%,20%,1099,$5.61,$19.40,$6.69,$7.13,15.70,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIK,Global X MSCI China Information Technology ETF,Equity,"$6,968,332.00",-11.12%,"29,308",$17.96,5.03%,No,No,-3.27%,-20.87%,-0.87%,N/A,N/A,"$4,415,178.00","$1,109,939.00","-$4,592,673.00","$6,486,895.50","$6,515,417.00","$6,515,417.00",China Equities,2018-12-07,0.65%,N/A,$0.30,2019-12-30,$0.22,1.66%,24.25,2.95,87,50.12%,39%,20%,1099,$17.37,$24.66,$17.12,$18.69,40.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.25,3.97%,4.27%,155.52,0.00%,8.06%
IECS,iShares Evolved U.S. Consumer Staples ETF,Equity,"$6,827,286.00",-20.42%,"3,656",$22.73,-0.87%,No,No,-1.72%,-22.79%,-7.52%,N/A,N/A,$0.00,$0.00,$0.00,"$4,122,787.00","$4,121,173.50","$4,121,173.50",Consumer Staples Equities,2018-03-21,0.18%,N/A,$0.65,2019-12-16,$0.24,2.84%,23.63,0.62,131,56.43%,39%,20%,1099,$22.12,$30.40,N/A,N/A,34.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.06,53.33%,66.01%,76.62,13.12%,12.62%
NRGO,MicroSectors U.S. Big Oil Index 2X Leveraged ETN,Equity,"$6,741,154.00",-86.97%,0,$6.62,9.78%,No,2x,-24.64%,-84.85%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$25,559,200.00","$25,559,200.00","$25,559,200.00",Leveraged Equities,2019-04-09,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,4.66,9,89.90%,39%,20%,1099,-$1.35,$44.79,$6.62,$6.63,20.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TPAY,Tortoise Digital Payments Infrastructure Fund,Equity,"$6,645,270.00",-30.62%,"4,423",$22.05,0.73%,No,No,-12.58%,-37.87%,-18.56%,N/A,N/A,"$371,240.00","-$3,030,800.00","-$3,030,800.00","$6,497,485.00","$6,497,485.00","$6,497,485.00",Technology Equities,2019-01-31,0.40%,N/A,$0.56,2019-12-30,$0.56,2.56%,25.18,1.73,49,53.30%,39%,20%,1099,$21.20,$36.71,$21.29,$22.62,25.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.36,18.98%,25.60%,9.17,0.00%,0.58%
KOIN,Innovation Shares NextGen Protocol ETF,Equity,"$6,545,768.00",-23.11%,"3,976",$21.81,2.15%,No,No,-4.20%,-29.61%,-14.21%,N/A,N/A,$0.00,$0.00,$0.00,"-$2,080,251.75","$4,188,476.50","$4,188,476.50",Technology Equities,2018-01-30,0.95%,N/A,$0.47,2019-12-24,$0.47,2.16%,21.86,1.07,42,47.43%,39%,20%,1099,$20.48,$31.45,$21.23,$22.28,31.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.09,93.77%,87.52%,53.81,5.50%,5.49%
FINZ,ProShares UltraPro Short Financials,Equity,"$6,500,983.00",123.91%,"51,598",$9.37,-8.41%,Yes,3x,-17.15%,133.26%,22.62%,-29.29%,-78.46%,"$2,205,296.50","$1,678,090.00","$1,974,161.50","$3,172,427.00","$3,789,843.00","$2,437,547.18",Leveraged Equities,2012-07-10,0.95%,N/A,$0.06,2019-12-24,$0.01,0.67%,0.00,-3.15,283,42.00%,35%,15%,1099,$3.12,$11.31,$8.21,$11.11,59.30,B+,B-,B+,A-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DDG,Short Oil & Gas ProShares,Equity,"$6,385,975.00",112.26%,"8,200",$52.12,-4.23%,Yes,No,10.50%,93.43%,125.07%,112.31%,99.58%,"$1,728,474.50","$1,728,474.50","$1,728,474.50","$1,728,474.50","-$618,409.00","-$226,909.00",Inverse Equities,2008-06-10,0.95%,N/A,$0.19,2019-12-24,$0.02,0.38%,0.00,-1.22,49,77.31%,35%,15%,1099,$21.28,$54.84,$48.91,$56.29,75.35,B+,B-,B-,A-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOIL,Global X Fertilizers/Potash ETF,Equity,"$6,354,889.00",-37.10%,"6,029",$5.53,4.34%,No,No,-2.46%,-33.98%,-40.47%,-38.33%,-46.01%,$0.00,$0.00,$0.00,"-$422,922.00","-$3,810,112.00","-$2,560,864.00",Materials,2011-05-25,0.69%,2 Platforms,$0.10,2019-12-30,$0.02,1.80%,17.67,0.95,30,55.35%,35%,15%,1099,$4.94,$8.87,$5.25,$5.69,29.20,B-,C,C+,B+,A,B,B-,3.08,0.00%,9.31%,891.32,4.60%,0.74%
POTX,Global X Cannabis ETF,Equity,"$6,176,612.00",-51.49%,"22,318",$7.28,8.01%,No,No,-5.17%,-48.21%,N/A,N/A,N/A,"$6,015,051.50","$1,041,352.00","$2,314,168.00","$10,815,430.50","$10,815,430.50","$10,815,430.50",Small Cap Blend Equities,2019-09-17,0.50%,N/A,$0.22,2019-12-30,$0.21,3.14%,-17.23,-8.01,26,73.21%,39%,20%,1099,$5.78,$14.53,$6.90,$7.54,26.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
REW,ProShares Ultra Short Technology,Equity,"$6,084,178.00",21.87%,"38,795",$15.30,-0.71%,Yes,2x,-9.89%,51.32%,-22.86%,-69.15%,-84.82%,"$847,569.50","-$321,220.75","$311,070.25","$2,841,026.32","$7,300,542.57","$6,367,043.84",Leveraged Equities,2007-01-30,0.95%,N/A,$0.23,2019-12-24,$0.03,1.35%,0.00,-2.20,155,66.82%,35%,15%,1099,$9.96,$17.14,$14.18,$16.34,57.73,B,B-,B-,B+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CROP,IQ Global Agribusiness Small Cap ETF,Equity,"$5,948,682.00",-26.46%,418,$23.99,5.78%,No,No,0.39%,-22.31%,-23.76%,-25.88%,-5.04%,$0.00,$0.00,$0.00,"-$1,654,063.00","-$6,593,289.50","-$9,043,054.50",Consumer Staples Equities,2011-03-22,0.76%,Charles Schwab,$0.37,2019-12-30,$0.37,1.60%,19.10,0.68,36,61.30%,35%,15%,1099,$22.32,$31.78,$23.10,$24.43,35.58,B+,C+,C,A,A,B+,B+,3.18,20.83%,10.24%,121.59,2.55%,25.54%
SIMS,SPDR S&P Kensho Intelligent Structures ETF,Equity,"$5,791,641.00",-34.62%,"2,069",$21.37,4.40%,No,No,-8.21%,-35.97%,-23.22%,N/A,N/A,"-$330,272.60",$0.00,$0.00,"-$955,804.20","-$955,804.20","-$955,804.20",All Cap Equities,2017-12-26,0.45%,N/A,$0.40,2019-12-23,$0.25,1.97%,17.44,1.28,44,38.73%,39%,20%,1099,$19.99,$34.90,N/A,N/A,29.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.74,45.24%,56.60%,103.42,9.18%,13.33%
UTSL,Direxion Daily Utilities Bull 3X Shares,Equity,"$5,634,820.00",-59.03%,"47,637",$18.61,-18.63%,No,3x,-24.16%,-68.10%,-42.33%,N/A,N/A,"$2,766,812.00",$0.00,$0.00,"$7,284,473.00","$8,689,639.00","$8,689,639.00",Leveraged Equities,2017-05-03,1.07%,N/A,$2.27,2019-12-23,$0.24,10.13%,22.88,0.62,29,71.88%,39%,20%,1099,$15.45,$64.55,$17.44,$20.85,32.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FRAK,VanEck Vectors Unconventional Oil & Gas ETF,Equity,"$5,468,573.00",-66.43%,"16,445",$3.75,6.23%,No,No,-8.55%,-61.79%,-70.39%,-76.03%,-81.38%,"-$3,221,221.00",$0.00,$0.00,"-$9,651,221.00","-$17,127,445.50","-$8,598,374.50",Energy Equities,2012-02-14,0.54%,N/A,$0.20,2019-12-23,$0.20,5.73%,9.16,1.51,39,66.43%,35%,15%,1099,$2.25,$10.51,$3.54,$3.87,20.68,B-,B,B,A-,B-,C,B,3.95,14.20%,19.14%,641.62,0.00%,0.04%
FTXN,First Trust Nasdaq Oil & Gas ETF,Equity,"$5,399,564.00",-55.97%,"14,978",$7.26,9.01%,No,No,-9.31%,-51.19%,-61.51%,-62.49%,N/A,"$5,854,773.00","$7,341,942.00","$7,341,942.00","$1,076,491.50","$17,594,225.50","$17,592,423.00",Energy Equities,2016-09-21,0.60%,N/A,$0.45,2019-12-13,$0.07,6.63%,11.99,1.34,50,70.02%,39%,20%,1099,$5.63,$16.37,$6.86,$7.46,21.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.72,65.09%,55.90%,957.83,0.00%,0.91%
USAI,American Energy Independence ETF,Equity,"$5,350,015.00",-57.53%,"3,363",$9.77,14.94%,No,No,-14.67%,-56.36%,-58.09%,N/A,N/A,"$960,365.00",$0.00,"$960,365.00","-$7,939,360.00","$10,772,230.00","$10,772,230.00",Energy Equities,2017-12-13,0.75%,N/A,$1.87,2020-02-27,$0.28,18.00%,15.53,1.01,39,69.43%,39%,20%,1099,$7.66,$25.00,$8.73,$10.33,22.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.72,45.14%,34.32%,603.04,7.09%,0.39%
FTXH,First Trust Nasdaq Pharmaceuticals ETF,Equity,"$5,345,795.00",-24.19%,"4,260",$17.66,1.20%,No,No,-3.90%,-24.35%,-18.56%,-9.54%,N/A,"-$2,321,817.00",$0.00,$0.00,"$801,184.50","$4,013,027.00","$4,013,027.00",Health & Biotech Equities,2016-09-21,0.60%,N/A,$0.16,2019-12-13,$0.04,0.88%,18.86,1.05,28,64.89%,39%,20%,1099,$16.67,$24.43,N/A,N/A,30.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.32,29.43%,24.92%,30.44,0.00%,19.12%
